iteration,kDOC,kA,lA,pA,hA,mA,decay,cA,v,rec,SSE
result.5094,0.363263273,0.003462033,0.110468678,0.973462814,60.05868193,6.445962552,0.000885031,0.015307044,0.038827849,0.764104118,63700627.36
result.5095,0.080097255,0.001122395,0.289144793,0.456236478,82.20430572,0.958516646,0.008787478,0.022227782,0.013366211,0.350171888,68365550.61
result.5096,0.378637972,0.003652654,0.22865439,1.011816962,93.61921938,3.65439563,0.006407561,0.010265864,0.026573976,0.493860066,65576253.3
result.5097,0.624079537,0.002769098,0.182212324,1.555570511,68.87836548,3.560099759,0.003739604,0.006595969,0.009379043,0.39390237,58893041.59
result.5098,0.571568984,0.004230681,0.086481816,1.989869943,78.51706605,0.604728289,0.007830494,0.010420947,0.008937476,0.626914107,56357774.61
result.5099,0.471817972,0.003376345,0.287301751,1.633318788,44.23106341,4.22110314,0.008726518,0.015353296,0.046071837,0.522899495,64082982.91
result.5100,0.283774067,0.001066219,0.28438711,1.038299251,66.00175729,5.382050764,0.008009039,0.010153667,0.008413695,0.63278345,56337825.26
result.5101,0.255986411,0.00027795,0.249569977,0.31582227,89.93039135,1.958841542,0.006494452,0.018587224,0.005522167,0.881515929,74465267.24
result.5102,0.444400673,0.003196608,0.108008384,1.42832307,83.7437983,3.91058302,0.009132229,0.021389159,0.012705002,0.651413769,64321143.45
result.5103,0.395811953,0.00455208,0.207417082,1.351961818,92.0245501,5.905907454,0.00116489,0.018721544,0.027197641,0.814639262,66869012.02
result.5104,0.49760034,0.003765108,0.179542224,0.447675751,90.86111592,2.357718638,0.004578079,0.016017773,0.031116407,0.894363337,73802363.22
result.5105,0.463917406,0.000277755,0.104131694,1.274508785,90.74464738,8.623146272,0.00078545,0.018090465,0.040123529,0.42646125,67403947.92
result.5106,0.583577947,0.002385477,0.046755717,0.904782586,52.59072194,6.606996328,0.001095518,0.023993199,0.014348306,0.890833871,61261813.46
result.5107,0.385126654,0.001838643,0.160037205,0.952531254,86.46504028,2.585889371,0.003365604,0.024248119,0.007788139,0.796127851,61551790.04
result.5108,0.620971826,0.004554402,0.02582023,1.138015824,81.56869493,1.107354404,0.00925796,0.011842097,0.047969951,0.680967189,62064416.42
result.5109,0.412753026,0.001852649,0.130511087,1.421660421,79.53836309,2.323598728,0.000619294,0.024304033,0.004289114,0.426381268,68218734.64
result.5110,0.570562333,0.002239377,0.033719602,1.00798258,85.57111168,2.895004076,0.009967315,0.006279605,0.018579886,0.929919233,51474913.19
result.5111,0.184015446,0.002320278,0.252292581,0.541799931,43.89215102,8.879799624,0.003217192,0.007148996,0.024195115,0.629958617,66020512.65
result.5112,0.330241704,0.004623602,0.206222205,1.287513314,50.68651436,5.720868609,0.00590406,0.013926418,0.021413518,0.319698453,66231690.97
result.5113,0.533619752,0.004868864,0.112851872,0.353684843,60.68408992,1.330028509,0.002587658,0.019388644,0.014675416,0.359041211,73982194.42
result.5114,0.284384801,0.001640478,0.214088985,1.666110146,49.77904674,4.075352374,0.001380245,0.020534034,0.014124729,0.322554695,68154212.44
result.5115,0.586414391,0.00113179,0.02796073,0.148089089,67.94001542,2.620111592,0.000531687,0.020746524,0.036489284,0.598608839,74404317.68
result.5116,0.654825777,0.004362745,0.014750945,1.088172655,34.34727794,0.254909485,0.00407849,0.008094035,0.009975643,0.757428048,57258266.98
result.5117,0.274151608,0.00320745,0.220410743,0.704149608,35.54252964,5.125085675,0.008327717,0.015709506,0.026310039,0.66243333,63511801.86
result.5118,0.124128814,0.003739958,0.284830532,1.205967212,53.3516798,6.997813165,0.000959024,0.007733577,0.044718846,0.651170549,58769233.85
result.5119,0.266737292,0.004219353,0.149777585,0.845074883,90.88803755,0.671499026,0.007650944,0.011571433,0.033656734,0.244972546,65661401.57
result.5120,0.344095288,0.002274274,0.289604199,1.124633346,85.97917333,3.659293886,0.008012501,0.00769416,0.016602939,0.939768681,55728148.12
result.5121,0.423455163,0.001060481,0.187045309,1.251037458,93.10735347,2.663932665,0.008115567,0.011902277,0.02369408,0.630766855,58776557.9
result.5122,0.105072726,0.00018237,0.088433316,1.794200274,51.19372744,1.542907877,0.007437733,0.005733924,0.039396471,0.582300717,73012307.69
result.5123,0.436421039,0.004121985,0.228125851,0.532692765,70.71899291,8.497963605,0.00679323,0.024093035,0.035611725,0.754920507,72309376.39
result.5124,0.734831234,0.004390926,0.137874763,0.830100725,56.30917886,1.999152898,0.006916171,0.013749393,0.043412451,0.354272256,68247084.23
result.5125,0.604358299,0.000405352,0.04542737,1.657688075,50.69368584,9.765372074,0.009372281,0.008615537,0.011444247,0.781514071,61363778.93
result.5126,0.564798279,0.00443243,0.060872661,0.106728523,72.24013742,1.497679052,0.004007448,0.021552358,0.049323704,0.42210667,74454686.57
result.5127,0.569898118,0.000832097,0.149705498,0.674609365,43.22407953,6.248405718,0.007064466,0.016231577,0.010482974,0.639194693,63275534.92
result.5128,0.440437405,0.003349203,0.108086661,1.446279335,23.34860478,0.498006922,0.006321155,0.00818921,0.037760919,0.754450453,47792639.8
result.5129,0.207905738,0.002549178,0.154066035,0.416799413,90.63564148,3.571195314,0.006939994,0.014220855,0.01390625,0.84018946,67885980.02
result.5130,0.379149225,0.004701386,0.29936737,1.980814519,54.11369732,4.470739003,0.002816448,0.018316134,0.019404732,0.56575165,64856866.04
result.5131,0.795866824,0.001182926,0.056648023,1.556723629,35.066262,9.245074754,0.002993113,0.012601515,0.014132017,0.309364272,65903754.42
result.5132,0.508915173,0.00448023,0.067693851,0.291742846,89.95429767,7.691679575,0.000523016,0.019058979,0.042363518,0.604183116,74445419.76
result.5133,0.518077903,0.00423361,0.035340233,1.799136896,91.61090238,3.54799704,0.004681956,0.005977848,0.006156812,0.909313006,52671109.89
result.5134,0.598239184,0.000711606,0.199957655,1.052975917,72.41808809,1.839573386,0.004018572,0.022124698,0.008632164,0.727299317,63404466.14
result.5135,0.282843681,0.003320997,0.039603834,0.821517664,94.99684537,2.141771648,0.009005926,0.013553716,0.019087787,0.878652428,61125485.87
result.5136,0.406764986,0.000875337,0.202938258,0.606940399,39.18778557,3.41165402,0.002380679,0.008372046,0.037989839,0.349132908,64467339.31
result.5137,0.430579628,0.00186424,0.163929923,0.840436682,90.20222483,6.561589601,0.008181231,0.024903314,0.024271025,0.587111319,67501331.25
result.5138,0.270991681,0.003332246,0.064675611,1.779508031,44.97455839,4.350881478,0.007870807,0.016486311,0.024358945,0.510887116,65338035.27
result.5139,0.661946127,0.004692581,0.181277319,1.735057416,75.93234012,4.451878267,0.00845242,0.023556229,0.031699994,0.544669844,67320089.01
result.5140,0.288890441,0.004668091,0.118472859,0.146206979,89.02283158,4.085110426,0.004031273,0.024418681,0.017829511,0.746465791,74465267.25
result.5141,0.123555165,0.000258898,0.068361452,1.893083661,23.98952665,7.429912676,0.002654975,0.014011536,0.00743211,0.783913277,60240848.3
result.5142,0.197763333,0.002867636,0.197715944,1.975415347,55.59806794,6.031260041,0.000725207,0.023151275,0.038829909,0.919839465,52670414.27
result.5143,0.360707076,0.001085304,0.144356243,0.972790401,49.84835664,8.923600008,0.002507471,0.024048153,0.007380324,0.819593968,60311265.1
result.5144,0.310770022,0.00296983,0.15988148,1.345327299,66.34964064,8.894341314,0.008087515,0.021029095,0.01008887,0.356697408,68179956.53
result.5145,0.553051655,0.000826016,0.286675396,0.165095195,60.31535104,6.699484298,0.003348077,0.008302538,0.019893992,0.788201367,74465267.25
result.5146,0.112044572,0.001852434,0.227409074,1.150580158,99.45613371,0.744378412,0.005758505,0.015607728,0.007016479,0.253673073,67068676.57
result.5147,0.321602468,0.004894689,0.074745603,0.270945708,74.98033304,0.142322935,0.005184036,0.017144089,0.010534444,0.800961529,72341731.64
result.5148,0.461710001,0.00305636,0.204494052,1.908356604,87.46567164,6.43055259,0.001916734,0.023795285,0.014815334,0.498802343,67835339.62
result.5149,0.702310016,0.003355938,0.045032566,1.772834184,77.47110849,0.591073068,0.002459459,0.020357456,0.016618693,0.3943482,67724085.26
result.5150,0.400522853,0.00145867,0.054259128,1.89197107,84.86303283,7.489460661,0.008380025,0.015150311,0.009278263,0.982354415,37076616.83
result.5151,0.503789526,0.004899447,0.1123875,1.157095519,40.26161157,4.729303076,0.001436376,0.016712253,0.003438348,0.336850746,67408096.98
result.5152,0.491217858,0.004300393,0.113473699,0.990509155,61.2380304,6.845346873,0.005865099,0.010521729,0.008961049,0.226900983,66192289.22
result.5153,0.335633278,0.002309341,0.264983265,1.02267781,78.81903624,6.218717056,0.001393421,0.007327152,0.038202028,0.668223043,66008950.4
result.5154,0.603717589,0.002001324,0.195718363,1.911821696,63.87577305,4.147225354,0.00909149,0.013471108,0.028079741,0.667656781,59257469.97
result.5155,0.49648828,0.004474751,0.119089951,1.754501492,69.07037688,7.76433864,0.005568072,0.02054197,0.034736297,0.776347856,61669111.02
result.5156,0.636835642,0.004875359,0.181898363,1.129755454,72.94823654,5.987243841,0.002629997,0.023123903,0.033853887,0.423822558,70805774.66
result.5157,0.682439767,0.000605291,0.121198957,1.590012387,62.65022881,6.932744602,0.00140786,0.02338087,0.047306466,0.66457208,66405617.52
result.5158,0.580673335,0.004137576,0.205468188,1.17104673,68.23617298,9.994137166,0.006513509,0.02181352,0.034904623,0.285612238,70232045.02
result.5159,0.66980346,0.003159862,0.152308886,1.250035896,72.10222464,8.531064357,0.005848583,0.023953742,0.006689333,0.984192233,60601921.34
result.5160,0.771554044,0.001127074,0.272130532,0.24640175,86.91079544,6.557054375,0.007113306,0.006052344,0.016492722,0.392376351,74465267.25
result.5161,0.526074219,0.001251716,0.216205513,0.110408062,76.97527267,4.551055867,0.006122318,0.009826779,0.047686539,0.4824269,74465267.25
result.5162,0.405315822,0.002293653,0.246229811,0.772901496,23.66389651,0.841954636,0.003776604,0.009156477,0.023383274,0.962813252,59984796.84
result.5163,0.61691801,0.003757471,0.264525626,1.04263116,88.74426939,6.304026497,0.006927968,0.007833593,0.012875022,0.579723712,69319728.75
result.5164,0.755884547,0.001200834,0.081586665,1.996782266,41.75252276,3.961377728,0.00748357,0.021395386,0.020423087,0.884090617,58682130.17
result.5165,0.697979135,0.004459144,0.140730964,1.615115061,96.44983124,7.878503617,0.004268563,0.017292686,0.007098723,0.409316939,67713913.36
result.5166,0.321660445,0.003429067,0.055776074,0.206833877,43.86374477,5.757158867,0.007301827,0.013468629,0.045745806,0.35539264,71532858.83
result.5167,0.372577769,0.003249679,0.049175914,1.034950365,92.60426247,9.445442448,0.008902152,0.012251559,0.042050084,0.633368384,62624256.19
result.5168,0.480953232,0.001276483,0.298876384,0.399524356,56.17279248,1.923722492,0.00387381,0.005179723,0.045049389,0.647565406,74465265.92
result.5169,0.31099064,0.000948189,0.164095762,0.268591985,85.24935137,3.491268285,0.000667998,0.005740926,0.033613394,0.44867051,74465266.23
result.5170,0.13344301,0.002205778,0.15561277,1.290886834,64.2446335,8.791296652,0.008957873,0.020752353,0.005883328,0.293816853,68405723.81
result.5171,0.253011009,0.004134085,0.268506926,1.742640845,66.46246728,1.617942128,0.00133309,0.017669856,0.023518914,0.835779837,56582201.76
result.5172,0.367930015,0.001434651,0.209453055,1.522272935,81.75654739,6.725938864,0.001960796,0.024154901,0.018523218,0.260413866,69592754.88
result.5173,0.674497783,0.001803427,0.28712487,1.74499806,77.06754223,8.655605811,0.003571949,0.011705101,0.004123522,0.559453646,63976696.5
result.5174,0.61444832,0.004143969,0.241037906,1.649393547,74.13069932,7.915170695,0.006817966,0.011650436,0.011922522,0.215999552,66872541.42
result.5175,0.504458902,0.000757887,0.198158318,0.575982747,90.79530079,2.301121622,0.007755147,0.016507414,0.036686457,0.661480679,64918925.39
result.5176,0.678338509,0.000538666,0.058263415,1.914581863,91.01781635,2.010339213,0.00107172,0.010329596,0.049642134,0.280732993,65346337.39
result.5177,0.374240305,0.003542546,0.233631073,1.526022732,59.10565874,2.530903255,0.009170933,0.005846881,0.02595681,0.416395948,55180845.72
result.5178,0.279081783,0.004861461,0.078857757,0.913095376,54.94530704,4.204237745,0.001126876,0.019726124,0.021777694,0.40291415,67863820.99
result.5179,0.479769481,0.003278676,0.196974786,1.105727532,79.64358168,8.485830695,0.008339574,0.019096901,0.01748313,0.29449973,68971481.31
result.5180,0.718200448,0.003318745,0.289200651,1.631809554,22.91376106,6.636570658,0.000533385,0.006556263,0.018533889,0.374962445,65198667.15
result.5181,0.115935387,0.000808719,0.266749758,0.236182943,90.42158846,1.801038877,0.009328348,0.02000718,0.043993,0.597053961,74465267.25
result.5182,0.057081765,0.002363229,0.263172517,0.831544947,33.98908805,9.329154838,0.0098465,0.007333207,0.043064175,0.242572881,61288739.29
result.5183,0.43605473,0.002326847,0.217469942,1.745924278,69.80011275,0.55829718,0.008468821,0.005372605,0.049748556,0.898865577,41018554.37
result.5184,0.797159642,0.000876138,0.235990304,0.825825324,56.60382338,6.422258233,0.006974731,0.022098928,0.022952794,0.33349344,70761488.69
result.5185,0.193588711,0.0015689,0.295660256,0.482006053,41.05638603,7.632635422,0.007571039,0.016040118,0.01462338,0.709719909,64544992.8
result.5186,0.749856247,0.000755508,0.096044448,0.893215665,95.07762978,3.85092033,0.00159003,0.017225387,0.028451257,0.346598675,68459016.3
result.5187,0.423433211,0.003401388,0.194356162,0.817431577,20.67992227,9.237590587,0.004217143,0.017607981,0.037140587,0.776517126,64001209.25
result.5188,0.278260261,0.000301504,0.198696512,1.678679076,99.16458827,1.826937477,0.00215942,0.011494604,0.012031548,0.876719798,78526286.17
result.5189,0.543599376,0.003166336,0.128539191,1.400415332,43.55912002,8.651719454,0.002025817,0.006899061,0.049945802,0.980832799,54921161.17
result.5190,0.291017555,0.002427762,0.203011806,1.555841936,40.05611718,9.618924249,0.001366757,0.020366756,0.012790315,0.339456812,68200433.99
result.5191,0.665702951,0.001121283,0.167995523,0.933035341,63.64683371,9.331259317,0.000379743,0.014191915,0.010969897,0.488793241,70507158.93
result.5192,0.734564993,0.000104981,0.106758494,1.505091225,31.76969841,7.910711662,0.004726015,0.005358203,0.001120683,0.278712371,66003253.8
result.5193,0.134976727,0.000607448,0.292958272,1.558935666,37.03145616,8.166004722,0.002874235,0.021169114,0.041083979,0.293235024,68518730.33
result.5194,0.050430977,0.004539825,0.196007305,0.83440081,90.38569007,6.65051265,0.003713066,0.009871146,0.046473753,0.849676547,63851318.44
result.5195,0.240777178,0.003897005,0.250432745,1.191936652,60.86601825,9.019292009,0.008770479,0.023447779,0.049723856,0.413258079,68577717.86
result.5196,0.356563035,0.003184924,0.082112421,1.262965334,40.06756393,3.495028439,0.000686398,0.007378345,0.044696132,0.46119817,58021944.19
result.5197,0.48939949,0.001222898,0.032995544,0.722964954,59.99061482,8.806403372,0.006773287,0.01241601,0.0327743,0.378910888,65189879.47
result.5198,0.241658689,0.00491985,0.293553973,1.40273853,45.4380193,9.016329556,0.009048861,0.023607132,0.042977672,0.453493011,68156146.92
result.5199,0.268210142,0.004969086,0.061808092,1.766144734,45.40141417,5.944267791,0.003717508,0.005931201,0.009399511,0.731145725,53176472.26
result.5200,0.501302086,0.001438935,0.151027428,1.521374213,73.85390211,0.677813649,0.008155744,0.010377358,0.025579354,0.875730968,38385761.78
result.5201,0.658488868,0.002457627,0.265638453,0.131132765,70.41137204,6.514790372,0.001446373,0.015814722,0.012570289,0.851788629,74465267.25
result.5202,0.583114609,0.003552726,0.157833043,1.309112914,75.75293168,6.148661788,0.004154899,0.016897607,0.044450816,0.324572085,68186576.91
result.5203,0.426902727,0.004448401,0.254496491,0.299773415,28.15406416,4.645383085,0.00090113,0.005815432,0.014307145,0.437923548,74465267.25
result.5204,0.33528244,0.00070161,0.200120199,1.382702831,59.73353431,4.908278084,0.007713066,0.02021109,0.031553047,0.367631015,67815428.95
result.5205,0.465967587,0.00309824,0.088037102,0.656012339,20.49176456,2.368396051,0.008042969,0.008629491,0.006610983,0.54197672,59788579
result.5206,0.410447903,0.004609369,0.054731101,0.604403936,53.78037367,7.095645097,0.00072086,0.023601782,0.045078064,0.393395599,70140548.1
result.5207,0.748448966,0.002335379,0.103530649,0.820315469,90.932659,1.422272347,0.002347517,0.020855658,0.011715685,0.812548048,68051391.45
result.5208,0.679613988,0.004049207,0.055627031,1.388079774,85.49739251,7.484665357,0.00408779,0.006795763,0.043117136,0.9137969,59106423.74
result.5209,0.647327882,0.002543901,0.224128862,0.557369635,73.29105606,6.055855003,0.005335326,0.022919452,0.016678868,0.595717712,74449225.42
result.5210,0.155922449,0.002690355,0.213678826,0.957829779,73.11768189,4.94226643,0.003494062,0.007631314,0.01792423,0.738424513,57468889.34
result.5211,0.144509718,0.000997129,0.126090901,1.620177177,42.74835486,4.860477251,0.000853346,0.012260804,0.03735932,0.731422094,62326091.89
result.5212,0.326425591,0.004069,0.01555527,0.15953795,48.40023046,1.417609181,0.003320904,0.019618345,0.049354348,0.552418342,72309927.91
result.5213,0.656192294,0.002889447,0.16695802,1.542570942,61.80661596,8.531626591,0.002051971,0.005430737,0.022174578,0.712859924,59268391.3
result.5214,0.143965075,0.004133146,0.235863611,1.827996486,28.23497958,1.682224359,0.003437244,0.018044757,0.039251543,0.297516998,67600480.26
result.5215,0.055935853,0.004728791,0.063374408,0.834628661,75.88648111,9.329991543,0.005805409,0.014157983,0.044468809,0.422502174,66531610.32
result.5216,0.572681092,0.000262783,0.281963961,1.996683852,73.48602304,9.800949287,0.000933407,0.009182181,0.04576304,0.230623907,65110390.94
result.5217,0.674257234,0.003607818,0.266330669,0.811433651,72.84130979,2.524647919,0.005957751,0.024207881,0.03780627,0.578667497,72170971.32
result.5218,0.590431074,0.00467104,0.183153215,0.86701477,40.43651097,7.265458162,0.006586269,0.008018881,0.047069004,0.793639424,67351158.29
result.5219,0.752914651,0.000709228,0.217228617,1.910565436,95.09387504,6.574398136,0.00570293,0.008592519,0.049401865,0.536885166,58313881.14
result.5220,0.761760175,0.004456675,0.07037685,1.605094404,94.98419994,7.172329769,0.003169131,0.017308389,0.037855388,0.810022856,62471554.14
result.5221,0.084181328,0.001398968,0.171255807,0.351622135,69.19722239,2.23485312,0.000899131,0.014858156,0.043254865,0.389271884,66312461.88
result.5222,0.475651816,0.003286531,0.062028195,0.937812422,82.47761168,3.733885687,0.007491938,0.018140806,0.034056788,0.900673406,60829506.39
result.5223,0.246712252,0.001926196,0.204696999,0.433713916,91.21486111,2.669387906,0.003002387,0.007644611,0.015084907,0.276220244,71032513.12
result.5224,0.626397686,0.00105984,0.196578599,0.750582297,88.92407017,5.857755861,0.000589613,0.020208834,0.007580998,0.432124148,74446607.82
result.5225,0.378006648,0.002719171,0.128718695,1.402495359,66.74572149,2.725570378,0.009997385,0.016161553,0.026106755,0.932645108,49048211.7
result.5226,0.275660366,0.003196494,0.273958884,0.397925598,34.82955111,0.841923262,0.008485957,0.023278316,0.037573225,0.623302441,70144871.16
result.5227,0.788662068,0.0039756,0.049451232,1.077443936,92.06304057,9.257251362,0.001853895,0.015985754,0.001805464,0.683337119,65850676.66
result.5228,0.255229059,0.004069887,0.267658089,1.919178344,57.7972253,1.52659823,0.009420959,0.024124273,0.020003106,0.650110695,64905597.97
result.5229,0.248774561,0.002969833,0.047527165,0.239030942,82.07702309,4.764019904,0.007491914,0.008562089,0.044126124,0.419616782,70601803.05
result.5230,0.409887963,0.003802725,0.223022232,1.892515188,65.09587506,7.01723413,0.004693276,0.010281848,0.044145557,0.406778623,62593277.61
result.5231,0.622816802,0.003731611,0.286073802,0.674667631,24.19490408,0.268515418,0.005812863,0.010309363,0.037751828,0.934821319,70190581.72
result.5232,0.205644067,0.004652582,0.257588716,0.356565618,95.23045039,2.084565223,0.002160725,0.016286535,0.007551917,0.536558089,74463640.09
result.5233,0.39349887,0.002996845,0.242833228,0.931293104,90.9164238,6.847747631,0.005869539,0.019532369,0.03921743,0.964665535,66000678.94
result.5234,0.540010335,0.000948621,0.029303252,0.123207542,69.01252339,3.206825134,0.000589613,0.016938373,0.007006307,0.689880133,74367907.1
result.5235,0.416464152,0.003317921,0.079250153,1.440312588,24.72207839,8.726675306,0.003561851,0.010097911,0.011474289,0.497993992,60667236.96
result.5236,0.469414482,0.000514099,0.04984522,1.062824198,26.85659477,8.584679004,0.002207647,0.019475431,0.049042285,0.531577106,66879969.51
result.5237,0.612309747,0.000251534,0.115751602,0.959452575,37.22213546,9.309471143,0.002517132,0.021892231,0.002686226,0.460581416,68048504.69
result.5238,0.440343752,0.00167384,0.146006901,1.407020315,85.76849915,7.697599415,0.002696232,0.011602003,0.03197166,0.579031336,60901743.51
result.5239,0.620322312,0.001762974,0.216978107,0.137381005,64.0832494,9.581300235,0.008271254,0.011491838,0.034458598,0.946362739,74465267.25
result.5240,0.462324742,0.003596507,0.130512496,1.521613822,70.22902494,7.21606954,0.007599795,0.010651747,0.021200784,0.783269283,55856939.54
result.5241,0.566782194,0.002848909,0.196403631,0.868552214,39.50254094,1.790006251,0.004919944,0.006142541,0.025506444,0.39003347,63854719.19
result.5242,0.155663046,0.004179369,0.077520323,0.833692845,85.99794967,4.443952154,0.007490074,0.01212463,0.035222136,0.297590011,65862453.36
result.5243,0.532346636,0.00421435,0.135049218,0.602210266,63.5465676,3.53361466,0.009772038,0.016759314,0.018869878,0.268593733,69413839.48
result.5244,0.652958629,0.003856415,0.15115522,0.249559649,89.40468799,0.508055556,0.003991032,0.006259048,0.024362115,0.542483432,74381569.59
result.5245,0.735973334,0.000492061,0.039496335,1.052327254,35.9999622,6.380517383,0.005889411,0.014922889,0.01546069,0.650574234,63292919.31
result.5246,0.085363187,0.003449878,0.19139016,1.21598823,57.28544032,0.494549362,0.004512302,0.019537195,0.022927524,0.953933519,52483544.42
result.5247,0.54056957,0.004144506,0.139279296,1.619499668,94.47062394,1.486869184,0.007115905,0.023970932,0.026423919,0.570657723,66563222.67
result.5248,0.31474829,0.001897915,0.200986804,0.392778841,31.82079939,9.669243011,0.008431186,0.019738676,0.010085941,0.348263714,69982416.46
result.5249,0.32824518,6.75E-05,0.119345214,1.676281335,74.59274681,3.129292785,0.007326342,0.015548127,0.009665807,0.735492792,62798525.1
result.5250,0.548463972,0.004600899,0.112385617,0.668639222,63.51141527,1.649133957,0.003760023,0.020494269,0.013968665,0.437107737,69939373.82
result.5251,0.554437908,0.002411834,0.068408429,0.413188739,77.26892149,5.971130575,0.009065313,0.021364128,0.011236749,0.71671174,68196282.66
result.5252,0.586058397,0.001042249,0.142185129,1.032843991,40.91450648,6.178305336,0.006625908,0.009728794,0.029991123,0.419846836,61969213.95
result.5253,0.208326752,0.001298863,0.100031789,0.966235123,87.0068769,3.996925314,0.000850021,0.01772117,0.036791096,0.393071978,67027022.85
result.5254,0.466109316,0.002714749,0.246931691,1.868952065,66.22977894,1.659849343,0.005614704,0.00683411,0.006848887,0.686017779,47691385.25
result.5255,0.351476179,0.000718182,0.246403917,1.039141914,56.46248011,6.735411356,0.007931676,0.008477985,0.035427333,0.874934506,34770282
result.5256,0.173542627,0.0008008,0.212505369,0.429288868,79.26147534,4.693498023,0.004798989,0.009628314,0.040812859,0.594342083,60908255.63
result.5257,0.163679119,0.00455917,0.235142045,0.853660756,56.43923016,9.604364908,0.007485042,0.015542364,0.025398508,0.971451936,63547257.18
result.5258,0.090907756,0.000663439,0.04612621,1.845337523,50.90937184,2.302336197,0.009842204,0.007368365,0.007615504,0.908780054,71877986.76
result.5259,0.125541655,0.001198118,0.271669089,0.604304073,59.86613801,5.649734357,0.001024157,0.022656364,0.044214556,0.828608271,61083743.51
result.5260,0.550345309,0.001783041,0.299958411,1.23217169,84.08677757,1.648739068,0.008090603,0.010576082,0.040005808,0.312608461,64798082.09
result.5261,0.371500102,0.002812012,0.144353895,0.192583735,27.93186456,3.211938792,0.001089347,0.020068301,0.0419316,0.58728052,74465267.25
result.5262,0.591932476,0.000419534,0.225074171,0.606379988,93.60683789,2.432912689,0.001733202,0.010630219,0.018211444,0.816696914,74351204.05
result.5263,0.34120973,8.43E-05,0.017803827,1.38351312,42.35184196,2.604731867,0.007151388,0.011274427,0.034489757,0.280578491,65802143.28
result.5264,0.210943834,0.001003001,0.225486317,1.100882098,48.14241285,2.636424733,0.004002559,0.013685268,0.014327961,0.50799793,64271932.12
result.5265,0.206689051,0.004499855,0.192996584,1.261046156,49.83305207,4.404208305,0.00975602,0.023877474,0.023701552,0.425780821,68115991.51
result.5266,0.590820902,0.00133363,0.234993044,1.138891835,51.4128991,8.573794824,0.004799422,0.010229364,0.023973931,0.803848691,55023237.56
result.5267,0.085137708,0.00355479,0.274456412,0.821969527,27.07639653,1.521562953,0.001932178,0.021359126,0.03278848,0.371373569,67824265.61
result.5268,0.059212601,0.001075153,0.138952613,0.758971266,53.18346513,2.519070148,0.004833734,0.010105446,0.036811789,0.573922391,59701325.7
result.5269,0.64475819,0.001429835,0.083761425,1.396758486,29.12055399,1.507825272,0.002815986,0.005557171,0.02912651,0.363157367,58418640.23
result.5270,0.174676417,0.001886823,0.261243929,0.23157438,87.59111248,3.341865012,0.003821863,0.006185987,0.041631778,0.290408743,74465267.25
result.5271,0.525574803,0.002325105,0.190751469,0.947887358,39.45803881,1.204890749,0.009536566,0.021917904,0.02088328,0.875901646,54993154.33
result.5272,0.368277032,0.004855481,0.278433672,1.730000832,67.22611364,4.760628281,0.001051452,0.023306552,0.021212258,0.917569347,62792367.26
result.5273,0.3614698,0.001351978,0.197838007,0.221148561,63.46238358,0.968181825,0.005927102,0.007925991,0.015709464,0.865684867,74465267.25
result.5274,0.290242354,0.004906309,0.067884554,0.76892658,98.37589322,6.697329537,0.003401969,0.005261649,0.035926299,0.368370704,67219262.33
result.5275,0.099316795,0.003232273,0.048280662,1.218680717,50.20001918,5.541785604,0.009916105,0.010455724,0.048278145,0.564594534,60655264.58
result.5276,0.576886277,0.004764901,0.069114363,1.079046791,21.62132364,1.51493696,0.004511415,0.022478948,0.032495947,0.579008197,66405538.29
result.5277,0.748423654,0.001254063,0.082243536,0.911258908,59.26665839,7.208271646,0.008574873,0.005568637,0.041792541,0.871335365,45456225.84
result.5278,0.58587164,0.001471489,0.047955315,0.273374671,21.11265846,5.093339794,0.000496016,0.009054371,0.049975208,0.882254339,69980779.39
result.5279,0.114220382,0.004640896,0.293005544,1.523608317,67.33118415,9.319019283,0.005241503,0.020667061,0.02929675,0.536215365,66220878.58
result.5280,0.612058494,0.001860772,0.113711739,1.623768417,63.07458578,5.1508417,0.004799458,0.012059277,0.035768447,0.947739665,41676471.91
result.5281,0.194385824,0.004553142,0.062950398,1.061575513,67.80391043,7.014958507,0.000378507,0.020356959,0.013516743,0.927062326,62206213.11
result.5282,0.753631805,0.004891703,0.242296085,1.051817995,64.66400851,3.832392421,0.000291436,0.018114969,0.030051928,0.638476834,74421657.9
result.5283,0.164078351,0.004208749,0.012077925,0.256345857,21.21482398,0.94839142,0.009892174,0.011639014,0.013465584,0.688753593,68323168.9
result.5284,0.050146371,0.00151389,0.063094579,0.202524878,40.39995125,2.358246355,0.003636068,0.024995343,0.032332242,0.512471759,68176483.06
result.5285,0.644222043,0.003837411,0.189391678,1.852879879,72.81953938,7.115508571,0.002897395,0.011064405,0.035885642,0.653871183,61694569.19
result.5286,0.706087476,0.001796071,0.15437428,1.895594413,94.53724496,3.925049439,0.002794018,0.014556036,0.034010625,0.466016232,65011374.86
result.5287,0.26686207,0.001303744,0.010482095,1.571821223,30.25830301,0.371711243,0.006771456,0.023548389,0.043085687,0.769870206,67821763.75
result.5288,0.566776182,0.001160936,0.120529092,0.164026233,27.11132459,7.487878922,0.00582844,0.007954111,0.011162706,0.238332752,74465267.25
result.5289,0.679677166,0.002995341,0.179655033,0.943660052,46.63967231,5.23703703,0.002580316,0.021496348,0.024809934,0.205004192,71065328.41
